"campaignid","sample","family","genus","species","length","number","range"
"2021-08_PtCloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",334.34536,1,3292.77547
"2021-08_PtCloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",303.56495,1,3789.95345
"2021-08_PtCloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",399.00298,1,3397.40112
"2021-08_PtCloates_BOSS","PCFB27","Glaucosomatidae","Glaucosoma","buergeri",489.17438,1,3667.20568
"2021-08_PtCloates_BOSS","PCFB27","Glaucosomatidae","Glaucosoma","buergeri",442.97542,1,2876.67114
"2021-08_PtCloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",404.15649,1,4002.8164
"2021-08_PtCloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",403.48104,1,4110.14887
"2021-08_PtCloates_BOSS","PCFB27","Acanthuridae","Naso","fageni",353.72565,1,4009.65621
"2021-08_PtCloates_BOSS","PCFB45","Pomacanthidae","Chaetodontoplus","personifer",279.08514,1,4235.62654
"2021-08_PtCloates_BOSS","PCFB45","Lethrinidae","Lethrinus","miniatus",453.35254,1,4617.74042
"2021-08_PtCloates_BOSS","PCFB45","Lethrinidae","Gymnocranius","sp1",401.42647,1,3597.03417
"2021-08_PtCloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",422.47945,1,3563.2847
"2021-08_PtCloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",416.29077,2,4449.86136
"2021-08_PtCloates_BOSS","PCFBP4","Lethrinidae","Lethrinus","miniatus",366.9651,2,3826.71744
"2021-08_PtCloates_BOSS","PCFB11","Pomacanthidae","Pomacanthus","imperator",272.34147,2,4884.04058
"2021-08_PtCloates_BOSS","PCFB11","Pomacanthidae","Pomacanthus","semicirculatus",273.83281,1,3518.89433
"2021-08_PtCloates_BOSS","PCFB11","Pomacanthidae","Pomacanthus","semicirculatus",300.79789,1,2377.23204
"2021-08_PtCloates_BOSS","PCFB11","Lutjanidae","Pristipomoides","sp1",456.54445,1,5917.34707
"2021-08_PtCloates_BOSS","PCFB11","Balistidae","Xanthichthys","lineopunctatus",265.49709,1,5174.62293
"2021-08_PtCloates_BOSS","PCFB11","Lethrinidae","Gymnocranius","sp1",224.37207,1,3716.26414
"2021-08_PtCloates_BOSS","PCFBP5","Carangidae","Carangoides","sp",405.32124,1,1803.79084
"2021-08_PtCloates_BOSS","PCFBP5","Lethrinidae","Lethrinus","rubrioperculatus",343.63513,1,1908.10042
"2021-08_PtCloates_BOSS","PCFBP5","Lethrinidae","Lethrinus","rubrioperculatus",321.6366,1,4735.33729
"2021-08_PtCloates_BOSS","PCFBP5","Lethrinidae","Lethrinus","rubrioperculatus",248.249,1,3244.32244
"2021-08_PtCloates_BOSS","PCFBP5","Carangidae","Seriola","rivoliana",392.88059,1,1724.80403
"2021-08_PtCloates_BOSS","PCFBP5","Lethrinidae","Gymnocranius","sp1",282.3359,1,1981.78837
"2021-08_PtCloates_BOSS","PCFBP5","Lethrinidae","Lethrinus","miniatus",453.40788,1,1006.91187
"2021-08_PtCloates_BOSS","PCFBP5","Acanthuridae","Naso","spp",574.33215,1,6180.40827
"2021-08_PtCloates_BOSS","PCFB44","Labridae","Unknown","na",95.60674,1,1962.71758
"2021-08_PtCloates_BOSS","PCFB44","Lethrinidae","Gymnocranius","sp1",513.82896,1,7680.01737
"2021-08_PtCloates_BOSS","PCFB44","Lethrinidae","Gymnocranius","sp1",522.88327,1,4379.51737
"2021-08_PtCloates_BOSS","PCFB26","Lutjanidae","Pristipomoides","sp1",465.18483,1,4878.0102
"2021-08_PtCloates_BOSS","PCFB26","Lethrinidae","Gymnocranius","sp1",390.72694,1,4048.87791
"2021-08_PtCloates_BOSS","PCFB26","Lethrinidae","Gymnocranius","sp1",447.85804,1,2928.11367
"2021-08_PtCloates_BOSS","PCFB26","Lethrinidae","Gymnocranius","sp1",407.83883,1,3764.4513
"2021-08_PtCloates_BOSS","PCFB26","Lethrinidae","Gymnocranius","sp1",472.62374,1,4635.61906
"2021-08_PtCloates_BOSS","PCFB26","Lethrinidae","Gymnocranius","sp1",469.72237,2,5035.42544
"2021-08_PtCloates_BOSS","PCFBP12","SUS","SUS","sus",90.84582,1,2245.09014
"2021-08_PtCloates_BOSS","PCFB25","Lethrinidae","Lethrinus","nebulosus",483.06838,1,3195.11697
"2021-08_PtCloates_BOSS","PCFB25","Lutjanidae","Pristipomoides","sp1",386.46573,1,3661.1421
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",181.43256,1,2918.28122
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",115.36731,1,2852.94045
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",166.96058,1,2996.07235
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",194.0528,1,3129.564
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",124.84843,1,2814.91792
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",196.73883,1,2893.61788
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",176.92327,1,3023.89024
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",126.5924,1,2854.05598
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",181.26802,1,3020.05561
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",157.00736,1,3426.50491
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",164.69684,1,2853.24613
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",127.93594,1,2673.22531
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",160.74585,1,2767.72595
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",198.22251,1,2931.06824
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",163.20825,1,2601.16087
"2021-08_PtCloates_BOSS","PCSBP10","Caesionidae","Pterocaesio","chrysozona",202.89994,1,2916.76997
"2021-08_PtCloates_BOSS","PCSBP9","Lethrinidae","Lethrinus","miniatus",436.00257,1,2866.47515
"2021-08_PtCloates_BOSS","PCSB45","Carangidae","Carangoides","fulvoguttatus",690.2249,1,4954.70623
"2021-08_PtCloates_BOSS","PCSB45","Chaetodontidae","Heniochus","acuminatus",248.83947,1,2179.95236
"2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Pomacanthus","spp",220.75811,1,4546.38756
"2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Pomacanthus","spp",326.2386,1,3902.38732
"2021-08_PtCloates_BOSS","PCSBP8","Chaetodontidae","Heniochus","acuminatus",224.45716,1,3657.84462
"2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",286.72236,2,2995.39952
"2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",347.95596,1,2289.13037
"2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",302.17709,1,2955.52965
"2021-08_PtCloates_BOSS","PCSBP8","Labridae","Bodianus","solatus",262.32526,1,1692.40292
"2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Apolemichthys","trimaculatus",196.8537,1,3470.16591
"2021-08_PtCloates_BOSS","PCSBP8","Chaetodontidae","Heniochus","acuminatus",223.23564,1,2347.51206
"2021-08_PtCloates_BOSS","PCSBP8","Pomacanthidae","Apolemichthys","trimaculatus",253.64087,1,3181.45693
"2021-08_PtCloates_BOSS","PCSB3","Lethrinidae","Gymnocranius","sp1",555.04287,1,6308.8209
"2021-08_PtCloates_BOSS","PCSB3","Carangidae","Decapterus","spp",281.46811,1,2885.11031
"2021-08_PtCloates_BOSS","PCSB3","Sparidae","Argyrops","spinifer",322.25595,1,5757.56123
"2021-08_PtCloates_BOSS","PCSB3","Lutjanidae","Pristipomoides","sp1",530.25527,1,5341.37701
"2021-08_PtCloates_BOSS","PCSB3","Lutjanidae","Pristipomoides","sp1",541.66051,1,5918.27156
"2021-08_PtCloates_BOSS","PCSB21","Carangidae","Carangoides","chrysophrys",425.16285,1,5100.17582
"2021-08_PtCloates_BOSS","PCSB22","Cirrhitidae","Cyprinocirrhites","polyactis",45.53353,1,2021.86882
"2021-08_PtCloates_BOSS","PCSB22","Lethrinidae","Lethrinus","miniatus",497.46554,1,4178.68834
"2021-08_PtCloates_BOSS","PCSBP7","Pomacanthidae","Chaetodontoplus","personifer",293.73475,1,4043.67836
"2021-08_PtCloates_BOSS","PCSBP7","Lethrinidae","Gymnocranius","sp1",359.32764,1,2518.39352
"2021-08_PtCloates_BOSS","PCSB42","Lethrinidae","Lethrinus","miniatus",372.58265,1,5219.5614
"2021-08_PtCloates_BOSS","PCSB16","Pinguipedidae","Parapercis","nebulosa",62.03932,1,1599.37789
"2021-08_PtCloates_BOSS","PCSBP11","Lethrinidae","Lethrinus","olivaceus",260.28529,1,2419.83583
"2021-08_PtCloates_BOSS","PCSBP11","Lethrinidae","Lethrinus","miniatus",481.22724,1,3807.2965
"2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Chaetodontoplus","personifer",235.83709,1,3836.51429
"2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Pomacanthus","imperator",232.5205,1,3841.62513
"2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Chaetodontoplus","personifer",172.75968,1,3297.73829
"2021-08_PtCloates_BOSS","PCSBP11","Pomacanthidae","Apolemichthys","trimaculatus",193.55596,1,1474.29747
"2021-08_PtCloates_BOSS","PCSBP11","Labridae","Bodianus","bilunulatus",245.49443,1,2401.79732
"2021-08_PtCloates_BOSS","PCSBP11","Labridae","Bodianus","bilunulatus",174.59791,1,2290.85062
"2021-08_PtCloates_BOSS","PCSBP11","Chaetodontidae","Heniochus","acuminatus",227.82736,1,2132.92741
"2021-08_PtCloates_BOSS","PCSBP11","Chaetodontidae","Heniochus","acuminatus",230.2022,1,2496.18684
"2021-08_PtCloates_BOSS","PCSB10","Lethrinidae","Lethrinus","miniatus",472.26497,1,4620.03974
"2021-08_PtCloates_BOSS","PCSB10","Carangidae","Carangoides","fulvoguttatus",487.89541,1,4567.74419
"2021-08_PtCloates_BOSS","PCSB10","Carangidae","Carangoides","fulvoguttatus",506.61776,1,4748.56634
"2021-08_PtCloates_BOSS","PCSB10","Lethrinidae","Gymnocranius","sp1",468.16703,1,4644.1723
"2021-08_PtCloates_BOSS","PCSB7","Mullidae","Unknown","na",258.59975,1,3981.63003
"2021-08_PtCloates_BOSS","PCSB7","Lutjanidae","Lutjanus","sebae",738.64319,1,3118.44348
"2021-08_PtCloates_BOSS","PCSB7","Lutjanidae","Lutjanus","sebae",730.24636,1,3643.33091
"2021-08_PtCloates_BOSS","PCSB7","Lethrinidae","Gymnocranius","sp1",445.8721,1,2536.81887
"2021-08_PtCloates_BOSS","PCSB7","Lethrinidae","Gymnocranius","sp1",398.89359,1,3470.99216
"2021-08_PtCloates_BOSS","PCSB7","Chaetodontidae","Heniochus","acuminatus",197.40449,1,4442.17711
"2021-08_PtCloates_BOSS","PCSB23","Lethrinidae","Gymnocranius","sp1",474.50433,1,5417.85001
"2021-08_PtCloates_BOSS","PCSB23","Lethrinidae","Gymnocranius","sp1",434.07264,1,4300.94402
"2021-08_PtCloates_BOSS","PCSB23","Lethrinidae","Gymnocranius","sp1",501.57144,1,4106.61225
"2021-08_PtCloates_BOSS","PCSB23","Lutjanidae","Pristipomoides","sp1",393.13494,1,4998.27822
"2021-08_PtCloates_BOSS","PCSB23","Lethrinidae","Gymnocranius","sp1",534.97424,1,4970.72079
"2021-08_PtCloates_BOSS","PCSBP1","Chaetodontidae","Chaetodon","assarius",66.89184,1,2028.32472
"2021-08_PtCloates_BOSS","PCSBP1","Serranidae","Pseudanthias","cooperi",93.89887,1,1816.48755
"2021-08_PtCloates_BOSS","PCSBP1","Serranidae","Cephalopholis","sonnerati",330.25551,1,5788.27897
"2021-08_PtCloates_BOSS","PCSBP1","Labridae","Pseudanthias","cooperi",65.30986,1,2138.46335
"2021-08_PtCloates_BOSS","PCSBP1","Labridae","Pseudanthias","cooperi",67.1422,1,1926.31224
"2021-08_PtCloates_BOSS","PCSBP1","Serranidae","Cephalopholis","sonnerati",363.22376,1,5603.7023
"2021-08_PtCloates_BOSS","PCSBP1","Pomacanthidae","Apolemichthys","trimaculatus",242.9935,1,3462.69864
"2021-08_PtCloates_BOSS","PCSBP1","Cirrhitidae","Cyprinocirrhites","polyactis",85.23105,4,2259.27305
"2021-08_PtCloates_BOSS","PCSBP1","Cirrhitidae","Cyprinocirrhites","polyactis",51.15726,4,2001.4122
"2021-08_PtCloates_BOSS","PCSBP1","Mullidae","Parupeneus","indicus",320.93957,1,3086.13438
"2021-08_PtCloates_BOSS","PCSBP1","Mullidae","Parupeneus","indicus",280.2806,1,3003.67654
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",451.07462,1,3562.55836
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",470.56779,1,3247.99007
"2021-08_PtCloates_BOSS","PCSBP1","Lethrinidae","Lethrinus","rubrioperculatus",293.62233,1,3011.14399
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",356.82474,1,3280.48293
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",430.96004,1,2571.74079
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",387.89917,1,2900.9053
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",390.17306,1,3429.39429
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",402.86043,1,2718.71857
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",422.01051,1,2972.00254
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",392.85021,1,2924.26936
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",415.10858,1,3348.70691
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",378.91644,1,2786.17031
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",377.48499,1,2521.12997
"2021-08_PtCloates_BOSS","PCSBP1","Lethrinidae","Lethrinus","rubrioperculatus",396.86282,1,3213.97005
"2021-08_PtCloates_BOSS","PCSBP1","Acanthuridae","Naso","spp",409.13378,1,3398.19118
"2021-08_PtCloates_BOSS","PCSBP1","Lethrinidae","Lethrinus","rubrioperculatus",368.37524,1,2971.45644
"2021-08_PtCloates_BOSS","PCSBP1","Lethrinidae","Lethrinus","rubrioperculatus",369.62613,1,3138.38033
"2021-08_PtCloates_BOSS","PCSBP1","Labridae","Bodianus","bilunulatus",294.41019,1,2166.8474
"2021-08_PtCloates_BOSS","PCSBP1","Lethrinidae","Gymnocranius","sp1",500.60202,1,5028.29494
"2021-08_PtCloates_BOSS","PCSBP16","Carangidae","Decapterus","spp",298.68318,2,4982.82282
"2021-08_PtCloates_BOSS","PCSBP16","Lethrinidae","Gymnocranius","sp1",386.25114,1,4585.65518
"2021-08_PtCloates_BOSS","PCSB8","Cirrhitidae","Cyprinocirrhites","polyactis",81.83598,1,1816.05319
"2021-08_PtCloates_BOSS","PCSB31","Lutjanidae","Aphareus","rutilans",664.82379,2,4120.76439
"2021-08_PtCloates_BOSS","PCSB31","Lutjanidae","Aphareus","rutilans",715.58091,2,4589.36046
"2021-08_PtCloates_BOSS","PCSB31","Lutjanidae","Aphareus","rutilans",620.33344,2,4497.97648
"2021-08_PtCloates_BOSS","PCSB44","Lutjanidae","Lutjanus","lemniscatus",541.82062,1,5279.39473
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",384.50431,2,5799.26781
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",378.08675,2,5644.00527
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",304.79116,2,5114.86647
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",325.85403,2,5082.30298
"2021-08_PtCloates_BOSS","PCSB44","Lethrinidae","Gymnocranius","sp1",382.97601,1,4176.88087
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",477.60968,1,5644.26356
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",379.19392,2,5312.24488
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",345.7117,1,5150.4466
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",441.51244,1,5146.69553
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",315.48605,1,5004.65368
"2021-08_PtCloates_BOSS","PCSB44","Acanthuridae","Naso","spp",397.65555,1,5140.64067
"2021-08_PtCloates_BOSS","PCSB33","Lutjanidae","Aphareus","rutilans",657.7106,1,4199.06778
"2021-08_PtCloates_BOSS","PCSB33","Lethrinidae","Gymnocranius","sp1",429.21492,1,3937.37358
"2021-08_PtCloates_BOSS","PCSB33","Lutjanidae","Lutjanus","sebae",581.38689,1,940.50912
"2021-08_PtCloates_BOSS","PCSB33","Carangidae","Carangoides","fulvoguttatus",539.48511,1,4639.41307
"2021-08_PtCloates_BOSS","PCSBP6","Carcharhinidae","Carcharhinus","spp",2248.98164,1,7998.86681
"2021-08_PtCloates_BOSS","PCSB9","Carangidae","Seriola","sp1",951.14909,1,6034.06352
"2021-08_PtCloates_BOSS","PCSB9","Carangidae","Seriola","sp1",866.43234,2,5965.06896
"2021-08_PtCloates_BOSS","PCSB9","Carangidae","Seriola","sp1",989.62395,1,5479.91137
"2021-08_PtCloates_BOSS","PCSB9","Carangidae","Seriola","sp1",852.26368,2,4626.59483
"2021-08_PtCloates_BOSS","PCSB9","Carangidae","Seriola","sp1",904.92559,2,4638.82088
"2021-08_PtCloates_BOSS","PCSB9","Carangidae","Seriola","sp1",834.23101,1,5311.5365
"2022-05_PtCloates_BOSS","248","Lutjanidae","Lutjanus","sebae",676.88834,1,2245.60772
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",328.79965,1,4820.33202
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",323.20185,1,2969.72356
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",333.34465,1,2412.40478
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",343.4862,1,2758.80946
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",290.64323,1,4026.24006
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",333.62375,1,3765.2584
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",302.52721,1,2605.94213
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",340.65684,1,2655.27298
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",309.77195,1,2875.98227
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",320.73373,1,3117.4753
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",301.61141,1,2977.30707
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",320.3736,1,2960.64086
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",352.16262,1,2758.60022
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",360.69007,5,3620.60736
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",321.24247,1,3328.13319
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",355.80046,1,3060.38639
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",400.19314,1,3645.77051
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",286.86822,1,3057.88119
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",340.63848,1,3116.46624
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",323.76566,1,4109.27163
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",287.99973,1,3076.5399
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",604.13449,1,3980.10879
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",289.79203,1,2912.08241
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",304.5893,1,3324.57379
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",369.49082,1,3286.35985
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",271.32,1,3223.47704
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",284.07786,1,2915.39931
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",336.02145,1,2995.83512
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",292.78662,1,3021.12666
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",321.91849,1,3376.13598
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",315.26863,1,3330.80813
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",334.7914,1,3576.28748
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",320.93203,1,3012.63456
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",297.54603,1,3170.49962
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",310.10537,1,2668.28387
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",331.732,1,3343.49013
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",282.31343,1,3249.40671
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",310.3339,1,3056.77863
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",291.70815,1,3094.25365
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",296.84243,1,3584.79499
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",319.32853,1,4403.98771
"2022-05_PtCloates_BOSS","224","Carangidae","Carangoides","gymnostethus",311.84525,1,3630.57879
"2022-05_PtCloates_BOSS","232","Priacanthidae","Priacanthus","hamrur",206.10559,1,2941.0491
"2022-05_PtCloates_BOSS","232","Chaetodontidae","Chaetodon","assarius",74.30248,1,2214.88124
"2022-05_PtCloates_BOSS","232","Cirrhitidae","Cyprinocirrhites","polyactis",99.43415,1,2385.4781
"2022-05_PtCloates_BOSS","232","Cirrhitidae","Cyprinocirrhites","polyactis",75.01013,2,2374.01457
"2022-05_PtCloates_BOSS","211","Carangidae","Unknown","spp",227.3138,1,5991.96531
"2022-05_PtCloates_BOSS","211","Carcharhinidae","Carcharhinus","albimarginatus",725.21289,1,4218.96371
"2022-05_PtCloates_BOSS","211","Serranidae","Epinephelus","areolatus",273.81106,1,2977.79178
"2022-05_PtCloates_BOSS","226","Lethrinidae","Gymnocranius","sp1",343.91195,1,3832.82006
"2022-05_PtCloates_BOSS","203","Nemipteridae","Pentapodus","nagasakiensis",127.58783,2,2805.27109
"2022-05_PtCloates_BOSS","203","Nemipteridae","Pentapodus","nagasakiensis",83.2918,1,2322.58039
"2022-05_PtCloates_BOSS","203","Nemipteridae","Pentapodus","nagasakiensis",89.21992,1,1933.58314
"2022-05_PtCloates_BOSS","203","Carangidae","Decapterus","spp",301.13766,1,3914.55518
"2022-05_PtCloates_BOSS","203","Nemipteridae","Pentapodus","nagasakiensis",103.7566,1,2182.65735
"2022-05_PtCloates_BOSS","207","Lethrinidae","Gymnocranius","sp1",369.84735,1,5567.14342
"2022-05_PtCloates_BOSS","207","Lethrinidae","Gymnocranius","sp1",478.81782,1,4971.87514
"2022-05_PtCloates_BOSS","207","Lethrinidae","Gymnocranius","sp1",423.14495,1,4315.17593
"2022-05_PtCloates_BOSS","207","Lethrinidae","Gymnocranius","sp1",380.09608,2,4616.3215
"2022-05_PtCloates_BOSS","221","Lutjanidae","Pristipomoides","sp1",785.52435,1,5203.62372
"2022-05_PtCloates_BOSS","221","Lutjanidae","Pristipomoides","sp1",534.3219,1,4322.71264
"2022-05_PtCloates_BOSS","221","Lutjanidae","Lutjanus","sebae",595.09924,1,3051.43474
"2022-05_PtCloates_BOSS","221","Lutjanidae","Pristipomoides","sp1",514.31632,1,5616.70876
"2022-05_PtCloates_BOSS","221","Lethrinidae","Gymnocranius","sp1",463.8027,1,4532.46656
"2022-05_PtCloates_BOSS","221","Carangidae","Carangoides","spp",432.0393,1,4537.7367
"2022-05_PtCloates_BOSS","221","Lethrinidae","Gymnocranius","sp1",456.99159,1,4651.40518
"2022-05_PtCloates_BOSS","221","Lethrinidae","Gymnocranius","sp1",447.35197,2,4995.19044
"2022-05_PtCloates_BOSS","264","Labridae","Bodianus","bilunulatus",325.89667,1,3207.63812
"2022-05_PtCloates_BOSS","264","Chaetodontidae","Heniochus","acuminatus",240.89108,1,2472.18434
"2022-05_PtCloates_BOSS","264","Labridae","Labroides","dimidiatus",74.29671,1,2255.93371
"2022-05_PtCloates_BOSS","264","Labridae","Bodianus","solatus",276.86681,2,2826.04287
"2022-05_PtCloates_BOSS","264","Serranidae","Cephalopholis","sonnerati",175.8612,1,2770.32324
"2022-05_PtCloates_BOSS","264","Serranidae","Plectropomus","spp",663.8107,1,4368.80464
"2022-05_PtCloates_BOSS","264","Mullidae","Parupeneus","cyclostomus",301.42631,1,4639.44512
"2022-05_PtCloates_BOSS","264","Mullidae","Parupeneus","cyclostomus",306.70921,1,4425.33159
"2022-05_PtCloates_BOSS","264","Mullidae","Parupeneus","cyclostomus",343.88694,1,4581.11963
"2022-05_PtCloates_BOSS","264","Mullidae","Parupeneus","cyclostomus",274.5497,1,4539.73563
"2022-05_PtCloates_BOSS","264","Lutjanidae","Lutjanus","sebae",695.49909,1,4066.9429
"2022-05_PtCloates_BOSS","264","Lutjanidae","Aphareus","rutilans",636.71842,1,5260.4826
"2022-05_PtCloates_BOSS","264","Lutjanidae","Lutjanus","lemniscatus",342.46966,1,5260.43749
"2022-05_PtCloates_BOSS","264","Pomacanthidae","Pomacanthus","semicirculatus",315.42314,1,3185.60417
"2022-05_PtCloates_BOSS","262","Lutjanidae","Aphareus","rutilans",734.80366,1,3345.58519
"2022-05_PtCloates_BOSS","262","Lethrinidae","Lethrinus","miniatus",498.40224,1,1993.63276
"2022-05_PtCloates_BOSS","262","Chaetodontidae","Heniochus","diphreutes",201.47593,1,3752.02794
"2022-05_PtCloates_BOSS","262","Chaetodontidae","Heniochus","acuminatus",200.68673,1,4460.41038
"2022-05_PtCloates_BOSS","262","Lethrinidae","Gymnocranius","sp1",554.15738,1,5253.19475
"2022-05_PtCloates_BOSS","262","Pinguipedidae","Parapercis","nebulosa",96.6896,1,1940.2464
"2022-05_PtCloates_BOSS","265","Lethrinidae","Lethrinus","miniatus",363.0799,1,2774.28517
"2022-05_PtCloates_BOSS","265","Lethrinidae","Gymnocranius","sp1",313.13732,1,2756.37062
"2022-05_PtCloates_BOSS","265","Lethrinidae","Gymnocranius","sp1",300.18105,1,2647.96678
"2022-05_PtCloates_BOSS","265","Lethrinidae","Gymnocranius","sp1",359.92985,1,3559.25034
"2022-05_PtCloates_BOSS","265","Carangidae","Carangoides","chrysophrys",452.12108,1,4221.78135
