"","Species","Year","Month","Day","Region","Location","Site","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50","Age","AgeClass"
"898","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",600,600,600,600,5,5
"899","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",522,520,520,500,4,4
"900","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",585,580,580,550,6,6
"901","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",581,580,580,550,5,5
"902","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",677,670,660,650,6,6
"903","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",496,490,480,450,3,3
"904","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",570,570,560,550,6,6
"905","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",794,790,780,750,8,8
"906","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",562,560,560,550,6,6
"907","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",885,880,880,850,7,7
"908","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",648,640,640,600,6,6
"909","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",680,680,680,650,12,12
"910","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",585,580,580,550,5,5
"911","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",530,530,520,500,7,7
"912","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",685,680,680,650,6,6
"913","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",685,680,680,650,7,7
"914","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",638,630,620,600,8,8
"915","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",741,740,740,700,8,8
"916","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",673,670,660,650,7,7
"917","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",792,790,780,750,9,9
"918","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",684,680,680,650,6,6
"919","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",719,710,700,700,9,9
"920","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",751,750,740,750,11,11
"921","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",606,600,600,600,6,6
"922","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",694,690,680,650,7,7
"923","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",753,750,740,750,8,8
"924","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",702,700,700,700,8,8
"925","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",701,700,700,700,7,7
"926","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",705,700,700,700,8,8
"927","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",861,860,860,850,8,8
"928","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",683,680,680,650,7,7
"929","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",664,660,660,650,7,7
"930","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",651,650,640,650,7,7
"931","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",722,720,720,700,7,7
"932","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",624,620,620,600,8,8
"933","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",804,800,800,800,7,7
"934","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",733,730,720,700,7,7
"935","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",900,900,900,900,12,12
"936","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",744,740,740,700,8,8
"937","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",689,680,680,650,7,7
"938","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",741,740,740,700,8,8
"939","Pink Snapper",2007,11,28,"Metro","Garden Island",NA,-32.125,115.4583321,"Recreational","LINE",515,510,500,500,4,4
"940","Pink Snapper",2007,12,2,"South-West","Cape Naturaliste",NA,-33.45833397,115.125,"Recreational","LINE",463,460,460,450,4.08333,4
"941","Pink Snapper",2008,1,17,"Metro","Garden Island",NA,-32.125,115.625,"Recreational","LINE",650,650,640,650,6.16667,6
"942","Pink Snapper",2008,1,17,"Metro","Seabird",NA,-31.20833302,115.2083321,"Recreational","LINE",603,600,600,600,5.16667,5
"943","Pink Snapper",2008,1,24,"Metro","Seabird",NA,-31.29166698,115.375,"Recreational","LINE",475,470,460,450,3.16667,3
"944","Pink Snapper",2008,1,24,"Metro","Seabird",NA,-31.29166698,115.375,"Recreational","LINE",545,540,540,500,3.16667,3
"945","Pink Snapper",2008,4,6,"South-West","Bunbury",NA,NA,NA,"Recreational","LINEDRIFT",858,850,840,850,10.41667,10
"946","Pink Snapper",2008,4,6,"South-West","Bunbury",NA,NA,NA,"Recreational","LINEDRIFT",796,790,780,750,8.41667,8
"947","Pink Snapper",2008,8,17,"Metro","Garden Island",NA,-32.20833397,115.375,"Recreational","LINE",787,780,780,750,10.75,10
"948","Pink Snapper",2008,8,17,"Metro","Garden Island",NA,-32.20833397,115.375,"Recreational","LINE",845,840,840,800,9.75,9
"949","Pink Snapper",2008,8,17,"Metro","Garden Island",NA,-32.20833397,115.375,"Recreational","LINE",854,850,840,850,9.75,9
"950","Pink Snapper",2009,2,1,"Metro","Mandurah",NA,-32.54166603,115.125,"Recreational","LINE",636,630,620,600,5.25,5
"951","Pink Snapper",2009,2,1,"Metro","Mandurah",NA,-32.54166603,115.125,"Recreational","LINE",522,520,520,500,5.25,5
"952","Pink Snapper",2009,2,11,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",680,680,680,650,6.25,6
"953","Pink Snapper",2009,2,11,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",592,590,580,550,7.25,7
"954","Pink Snapper",2009,2,20,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",516,510,500,500,4.25,4
"955","Pink Snapper",2009,2,20,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",531,530,520,500,5.25,5
"956","Pink Snapper",2009,2,20,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",563,560,560,550,5.25,5
"957","Pink Snapper",2009,2,20,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",518,510,500,500,4.25,4
"958","Pink Snapper",2009,2,20,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",540,540,540,500,4.25,4
"959","Pink Snapper",2009,2,20,"Metro","Offshore >200m",NA,-32.04166603,115.375,"Recreational","LINE",529,520,520,500,4.25,4
"960","Pink Snapper",2009,3,1,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",415,410,400,400,4.33333,4
"961","Pink Snapper",2009,4,10,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",835,830,820,800,9.41667,9
"962","Pink Snapper",2009,5,2,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",527,520,520,500,4.5,4
"963","Pink Snapper",2009,5,5,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",995,990,980,950,14.5,14
"964","Pink Snapper",2009,5,17,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",807,800,800,800,10.5,10
"965","Pink Snapper",2009,5,17,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",852,850,840,850,10.5,10
"966","Pink Snapper",2009,7,2,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",783,780,780,750,9.66667,9
"967","Pink Snapper",2009,7,4,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",981,980,980,950,23.66667,23
"968","Pink Snapper",2009,7,4,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",882,880,880,850,11.66667,11
"969","Pink Snapper",2009,7,4,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",789,780,780,750,9.66667,9
"970","Pink Snapper",2009,7,5,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",773,770,760,750,9.66667,9
"971","Pink Snapper",2009,7,5,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",776,770,760,750,19.66667,19
"972","Pink Snapper",2009,7,5,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",762,760,760,750,7.66667,7
"973","Pink Snapper",2009,7,5,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",815,810,800,800,9.66667,9
"974","Pink Snapper",2009,7,5,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",837,830,820,800,10.66667,10
"975","Pink Snapper",2009,7,13,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",735,730,720,700,7.66667,7
"976","Pink Snapper",2009,7,13,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",450,450,440,450,2.66667,2
"977","Pink Snapper",2009,7,12,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",742,740,740,700,8.66667,8
"978","Pink Snapper",2009,7,24,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",865,860,860,850,7.66667,7
"979","Pink Snapper",2009,7,26,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",861,860,860,850,13.66667,13
"980","Pink Snapper",2009,7,27,"Metro","Seabird",NA,NA,NA,"Recreational","LINE",546,540,540,500,5.66667,5
"981","Pink Snapper",2009,8,26,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",818,810,800,800,12.75,12
"982","Pink Snapper",2009,8,26,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",675,670,660,650,8.75,8
"983","Pink Snapper",2010,2,5,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",555,550,540,550,8.25,8
"984","Pink Snapper",2010,2,8,"Metro","Two Rocks",NA,-31.54166698,115.4583321,"Recreational","LINE",689,680,680,650,7.25,7
"985","Pink Snapper",2010,2,18,"Metro","Stragglers",NA,NA,NA,"Recreational","LINE",601,600,600,600,5.25,5
"986","Pink Snapper",2010,2,18,"Metro","Stragglers",NA,NA,NA,"Recreational","LINE",624,620,620,600,5.25,5
"987","Pink Snapper",2010,8,8,"South-West","Bunbury",NA,-33.125,115.4583321,"Recreational","LINE",860,860,860,850,10.75,10
"988","Pink Snapper",2011,1,1,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",837,830,820,800,10.16667,10
"989","Pink Snapper",2011,3,27,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",772,770,760,750,9.33333,9
"990","Pink Snapper",2011,4,5,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",555,550,540,550,4.41667,4
"991","Pink Snapper",2011,4,6,"Metro","Two Rocks",NA,-31.29166698,115.375,"Recreational","LINE",613,610,600,600,7.41667,7
"992","Pink Snapper",2011,4,7,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",495,490,480,450,3.41667,3
"993","Pink Snapper",2011,4,10,"South-West","Black Point",NA,NA,NA,"Recreational","LINE",792,790,780,750,11.41667,11
"994","Pink Snapper",2011,4,10,"South-West","Black Point",NA,NA,NA,"Recreational","LINE",802,800,800,800,11.41667,11
"995","Pink Snapper",2011,4,10,"South-West","Black Point",NA,NA,NA,"Recreational","LINE",772,770,760,750,8.41667,8
"996","Pink Snapper",2011,4,12,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",682,680,680,650,4.41667,4
"997","Pink Snapper",2011,4,18,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",620,620,620,600,5.41667,5
"998","Pink Snapper",2011,4,23,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",443,440,440,400,3.41667,3
"999","Pink Snapper",2011,4,25,"South-West","Augusta",NA,-34.375,115.2083321,"Recreational","LINE",735,730,720,700,10.41667,10
"1000","Pink Snapper",2011,4,30,"Metro","Quinns Rock",NA,-31.70833302,115.625,"Recreational","LINE",432,430,420,400,NA,NA
"1001","Pink Snapper",2011,5,1,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",732,730,720,700,11.5,11
"1002","Pink Snapper",2011,5,1,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",502,500,500,500,5.5,5
"1003","Pink Snapper",2011,5,1,"Metro","Mandurah",NA,-32.45833397,115.4583321,"Recreational","LINE",448,440,440,400,3.5,3
"1004","Pink Snapper",2011,5,2,"South-West","Cape Naturaliste",NA,-33.54166603,114.9583321,"Recreational","LINE",771,770,760,750,8.5,8
"1005","Pink Snapper",2011,5,15,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",728,720,720,700,NA,NA
"1006","Pink Snapper",2011,5,15,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",715,710,700,700,11.5,11
"1007","Pink Snapper",2011,5,15,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",485,480,480,450,4.5,4
"1008","Pink Snapper",2011,5,22,"Metro","Hillarys",NA,-31.875,115.7083321,"Recreational","LINE",671,670,660,650,5.5,5
"1009","Pink Snapper",2011,5,28,"South-West","Geographe Bay",NA,-33.54166603,114.625,"Recreational","LINE",635,630,620,600,6.5,6
"1010","Pink Snapper",2011,5,28,"South-West","Geographe Bay",NA,-33.54166603,114.625,"Recreational","LINE",505,500,500,500,6.5,6
"1011","Pink Snapper",2011,5,28,"South-West","Bunbury",NA,-32.95833397,115.375,"Recreational","LINE",859,850,840,850,11.5,11
"1012","Pink Snapper",2011,5,28,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",597,590,580,550,6.5,6
"1013","Pink Snapper",2011,5,28,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",590,590,580,550,5.5,5
"1014","Pink Snapper",2011,5,28,"South-West","Geographe Bay",NA,-33.54166603,114.625,"Recreational","LINE",500,500,500,500,4.5,4
"1015","Pink Snapper",2011,6,4,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",721,720,720,700,11.58333,11
"1016","Pink Snapper",2011,6,4,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",715,710,700,700,6.58333,6
"1017","Pink Snapper",2011,6,5,"South-West","Geographe Bay",NA,-33.45833397,115.2916679,"Recreational","LINE",500,500,500,500,3.58333,3
"1018","Pink Snapper",2011,7,17,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",783,780,780,750,8.66667,8
"1019","Pink Snapper",2011,8,4,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",783,780,780,750,11.75,11
"1020","Pink Snapper",2011,8,11,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",755,750,740,750,12.75,12
"1021","Pink Snapper",2011,8,12,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",898,890,880,850,11.75,11
"1022","Pink Snapper",2011,8,20,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",664,660,660,650,6.75,6
"1023","Pink Snapper",2011,8,20,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",582,580,580,550,5.75,5
"1024","Pink Snapper",2011,8,20,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",483,480,480,450,5.75,5
"1025","Pink Snapper",2011,8,26,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",593,590,580,550,6.75,6
"1026","Pink Snapper",2011,8,26,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",925,920,920,900,12.75,12
"1027","Pink Snapper",2011,8,26,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",758,750,740,750,12.75,12
"1028","Pink Snapper",2011,8,26,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",635,630,620,600,4.75,4
"1029","Pink Snapper",2011,8,26,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",765,760,760,750,12.75,12
"1030","Pink Snapper",2011,8,27,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",838,830,820,800,12.75,12
"1031","Pink Snapper",2011,8,27,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",852,850,840,850,11.75,11
"1032","Pink Snapper",2011,8,27,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",842,840,840,800,11.75,11
"1033","Pink Snapper",2011,8,28,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",630,630,620,600,12.75,12
"1034","Pink Snapper",2011,8,28,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",500,500,500,500,3.75,3
"1035","Pink Snapper",2011,8,28,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",530,530,520,500,3.75,3
"1036","Pink Snapper",2011,8,28,"South-West","Cape Naturaliste",NA,-33.375,115.0416679,"Recreational","LINE",754,750,740,750,10.75,10
"1037","Pink Snapper",2011,8,28,"South-West","Cape Naturaliste",NA,-33.375,115.0416679,"Recreational","LINE",821,820,820,800,12.75,12
"1038","Pink Snapper",2011,8,28,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",828,820,820,800,11.75,11
"1039","Pink Snapper",2011,8,28,"South-West","Geographe Bay",NA,NA,NA,"Recreational","LINE",870,870,860,850,10.75,10
"1040","Pink Snapper",2011,8,30,"South-West","Capes (Between The)",NA,NA,NA,"Recreational","LINE",644,640,640,600,9.75,9
"1041","Pink Snapper",2011,8,30,"South-West","Capes (Between The)",NA,NA,NA,"Recreational","LINE",691,690,680,650,6.75,6
"1042","Pink Snapper",2011,8,31,"South-West","Canal Rocks",NA,-33.625,114.875,"Recreational","LINE",858,850,840,850,14.75,14
"1043","Pink Snapper",2011,8,31,"South-West","Canal Rocks",NA,-33.625,114.875,"Recreational","LINE",542,540,540,500,4.75,4
"1044","Pink Snapper",2011,8,31,"South-West","Canal Rocks",NA,-33.625,114.875,"Recreational","LINE",774,770,760,750,7.75,7
"1045","Pink Snapper",2011,9,1,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",587,580,580,550,4.83333,4
"1046","Pink Snapper",2011,9,3,"South-West","Cape Naturaliste",NA,-33.375,115.0416679,"Recreational","LINE",745,740,740,700,6.83333,6
"1047","Pink Snapper",2011,9,3,"South-West","Cape Naturaliste",NA,-33.375,115.0416679,"Recreational","LINE",667,660,660,650,7.83333,7
"1048","Pink Snapper",2011,9,13,"Metro","South West Bank",NA,NA,NA,"Recreational","LINE",754,750,740,750,4.83333,4
"1049","Pink Snapper",2011,9,13,"Metro","South West Bank",NA,NA,NA,"Recreational","LINE",515,510,500,500,3.83333,3
"1050","Pink Snapper",2011,9,16,"South-West","Capes (Between The)",NA,-33.875,114.875,"Recreational","LINE",724,720,720,700,6.83333,6
"1051","Pink Snapper",2011,9,16,"South-West","Capes (Between The)",NA,-33.875,114.875,"Recreational","LINE",776,770,760,750,7.83333,7
"1052","Pink Snapper",2011,9,23,"Metro","South West Bank",NA,NA,NA,"Recreational","LINE",571,570,560,550,3.83333,3
"1053","Pink Snapper",2011,9,23,"Metro","Rottnest",NA,-31.95833302,115.5416679,"Recreational","LINE",602,600,600,600,7.83333,7
"1054","Pink Snapper",2011,9,23,"South-West","Cape Naturaliste",NA,-33.625,114.875,"Recreational","LINE",776,770,760,750,10.83333,10
"1055","Pink Snapper",2011,10,6,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",823,820,820,800,10.91667,10
"1056","Pink Snapper",2011,10,6,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",880,880,880,850,11.91667,11
"1057","Pink Snapper",2011,10,6,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",881,880,880,850,10.91667,10
"1058","Pink Snapper",2011,10,11,"South-West","Capes (Between The)",NA,-33.79166603,114.9583321,"Recreational","LINE",647,640,640,600,6.91667,6
"1059","Pink Snapper",2011,10,11,"South-West","Capes (Between The)",NA,-33.79166603,114.9583321,"Recreational","LINE",705,700,700,700,8.91667,8
"1060","Pink Snapper",2011,10,11,"South-West","Capes (Between The)",NA,-33.79166603,114.9583321,"Recreational","LINE",765,760,760,750,6.91667,6
"1061","Pink Snapper",2011,10,12,"South-West","Geographe Bay",NA,-33.29166603,115.375,"Recreational","LINE",517,510,500,500,5.91667,5
"1062","Pink Snapper",2011,12,29,"South-West","Cape Naturaliste",NA,-33.29166603,114.7916679,"Recreational","LINE",552,550,540,550,5.08333,5
"1063","Pink Snapper",2009,1,25,"South-West","Black Point",NA,-34.45833397,115.5416679,"Recreational","LINE",876,870,860,850,NA,NA
"1064","Pink Snapper",2009,1,25,"South-West","Black Point",NA,-34.45833397,115.5416679,"Recreational","LINE",580,580,580,550,NA,NA
"1065","Pink Snapper",2009,1,25,"South-West","Black Point",NA,-34.45833397,115.5416679,"Recreational","LINE",500,500,500,500,NA,NA
"1066","Pink Snapper",2010,7,10,"South-West","Naturaliste Reef",NA,-33.20833397,115.0416679,"Recreational","LINE",764,760,760,750,6.66667,6
"1067","Pink Snapper",2010,8,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",674,670,660,650,5.75,5
"1068","Pink Snapper",2010,7,21,"South-West","Naturaliste Reef",NA,-33.125,115.5416679,"Recreational","LINE",700,700,700,700,NA,NA
"1069","Pink Snapper",2010,8,6,"South-West","Geographe Bay",NA,-33.375,115.4583321,"Recreational","LINE",897,890,880,850,11.75,11
"1070","Pink Snapper",2010,10,8,"South-West","Cape Naturaliste",NA,-33.45833397,114.875,"Recreational","LINE",660,660,660,650,4.91667,4
"1071","Pink Snapper",2010,10,8,"South-West","Cape Naturaliste",NA,-33.45833397,114.875,"Recreational","LINE",450,450,440,450,NA,NA
"1072","Pink Snapper",2011,1,9,"South-West","Canal Rocks",NA,-33.625,115.0416679,"Recreational","LINE",885,880,880,850,13.16667,13
"1073","Pink Snapper",2011,9,21,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",647,640,640,600,5.83333,5
"1074","Pink Snapper",2011,12,18,"South-West","Bunbury",NA,-33.29166603,115.4583321,"Recreational","LINE",530,530,520,500,NA,NA
"1075","Pink Snapper",2011,12,27,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",685,680,680,650,10.08333,10
"1076","Pink Snapper",2011,12,29,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",555,550,540,550,5.08333,5
"1077","Pink Snapper",2011,12,30,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",610,610,600,600,4.08333,4
"1078","Pink Snapper",2011,12,30,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",657,650,640,650,8.08333,8
"1079","Pink Snapper",2011,12,30,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",475,470,460,450,4.08333,4
"1080","Pink Snapper",2011,12,30,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",572,570,560,550,7.08333,7
"1081","Pink Snapper",2007,10,15,"Metro","Hillarys",NA,-31.79166698,115.375,"Recreational","LINE",422,420,420,400,2.91667,2
"1082","Pink Snapper",2007,10,15,"Metro","Hillarys",NA,-31.79166698,115.375,"Recreational","LINE",457,450,440,450,3.91667,3
"1083","Pink Snapper",2007,10,15,"Metro","Hillarys",NA,-31.79166698,115.375,"Recreational","LINE",680,680,680,650,5.91667,5
"1084","Pink Snapper",2010,10,14,"South-West","Augusta",NA,-34.375,115.2083321,"Recreational","LINE",580,580,580,550,5.91667,5
"1085","Pink Snapper",2010,11,30,"South-West","Augusta",NA,NA,NA,"Commercial","LINE",687,680,680,650,8,8
"1086","Pink Snapper",2010,11,30,"South-West","Augusta",NA,NA,NA,"Commercial","LINE",712,710,700,700,6,6
"1087","Pink Snapper",2010,11,30,"South-West","Augusta",NA,NA,NA,"Commercial","LINE",556,550,540,550,4,4
"1088","Pink Snapper",2010,11,30,"South-West","Augusta",NA,NA,NA,"Commercial","LINE",699,690,680,650,5,5
"1089","Pink Snapper",2011,2,15,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",735,730,720,700,9.25,9
"1090","Pink Snapper",2011,2,15,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",860,860,860,850,9.25,9
"1091","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",704,700,700,700,7,7
"1092","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",792,790,780,750,8,8
"1093","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",653,650,640,650,13,13
"1094","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",477,470,460,450,5,5
"1095","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",813,810,800,800,10,10
"1096","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",473,470,460,450,3,3
"1097","Pink Snapper",2007,9,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",935,930,920,900,40.83333,40
"1098","Pink Snapper",2007,10,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",853,850,840,850,11.91667,11
"1099","Pink Snapper",2007,11,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",844,840,840,800,9,9
"1100","Pink Snapper",2007,11,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",1054,1050,1040,1050,27,27
"1101","Pink Snapper",2007,12,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",825,820,820,800,9.08333,9
"1102","Pink Snapper",2008,1,1,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",595,590,580,550,3.16667,3
"1103","Pink Snapper",2008,1,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",861,860,860,850,8.16667,8
"1104","Pink Snapper",2008,1,1,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",704,700,700,700,7.16667,7
"1105","Pink Snapper",2008,1,13,"Metro","South West Bank",NA,NA,NA,"Recreational","LINE",768,760,760,750,9.16667,9
"1106","Pink Snapper",2008,2,2,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",772,770,760,750,8.25,8
"1107","Pink Snapper",2008,2,2,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",441,440,440,400,3.25,3
"1108","Pink Snapper",2008,2,9,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",700,700,700,700,6.25,6
"1109","Pink Snapper",2008,2,9,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",772,770,760,750,7.25,7
"1110","Pink Snapper",2008,2,9,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",610,610,600,600,4.25,4
"1111","Pink Snapper",2008,2,9,"Metro","Lancelin",NA,NA,NA,"Recreational","LINE",700,700,700,700,9.25,9
