"","Species","Year","Month","Day","Region","Location","Site","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50"
"641","Pink Snapper",2011,10,4,"South-West","Canal Rocks",NA,-33.54166603,114.875,"Recreational","LINE",505,500,500,500
"642","Pink Snapper",2011,10,5,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",581,580,580,550
"643","Pink Snapper",2011,10,5,"Metro","Stragglers",NA,NA,NA,"Recreational","LINE",723,720,720,700
"644","Pink Snapper",2011,10,6,"South-West","Canal Rocks",NA,-33.625,114.9583321,"Recreational","LINE",479,470,460,450
"645","Pink Snapper",2011,10,6,"South-West","Canal Rocks",NA,-33.625,114.9583321,"Recreational","LINE",651,650,640,650
"646","Pink Snapper",2011,10,7,"Metro","Garden Island",NA,NA,NA,"Recreational","LINE",737,730,720,700
"647","Pink Snapper",2011,10,8,"Metro","Rottnest",NA,-32.125,115.625,"Recreational","LINE",850,850,840,850
"648","Pink Snapper",2011,10,8,"Metro","Hillarys",NA,-31.79166698,115.625,"Recreational","LINE",724,720,720,700
"649","Pink Snapper",2011,10,8,"Metro","Hillarys",NA,-31.79166698,115.625,"Recreational","LINE",521,520,520,500
"650","Pink Snapper",2011,10,8,"Metro","Hillarys",NA,-31.79166698,115.625,"Recreational","LINE",516,510,500,500
"651","Pink Snapper",2011,10,9,"Metro","Two Rocks",NA,-31.45833302,115.5416679,"Recreational","LINE",651,650,640,650
"652","Pink Snapper",2011,10,9,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",784,780,780,750
"653","Pink Snapper",2011,10,9,"Metro","Two Rocks",NA,-31.45833302,115.5416679,"Recreational","LINE",851,850,840,850
"654","Pink Snapper",2011,10,9,"Metro","Ocean Reef",NA,NA,NA,"Recreational","LINE",778,770,760,750
"655","Pink Snapper",2011,10,10,"Metro","Two Rocks",NA,-31.45833302,115.5416679,"Recreational","LINE",651,650,640,650
"656","Pink Snapper",2011,10,10,"Metro","Rockingham",NA,NA,NA,"Recreational","LINE",750,750,740,750
"657","Pink Snapper",2011,10,11,"Metro","Two Rocks",NA,-31.45833302,115.375,"Recreational","LINE",851,850,840,850
"658","Pink Snapper",2011,10,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",658,650,640,650
"659","Pink Snapper",2011,10,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",761,760,760,750
"660","Pink Snapper",2011,10,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",606,600,600,600
"661","Pink Snapper",2011,10,12,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",796,790,780,750
"662","Pink Snapper",2011,10,12,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",784,780,780,750
"663","Pink Snapper",2011,10,12,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",658,650,640,650
"664","Pink Snapper",2011,10,12,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",677,670,660,650
"665","Pink Snapper",2011,10,13,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",597,590,580,550
"666","Pink Snapper",2011,10,14,"Metro","Between Garden And Carnac Is.",NA,NA,NA,"Recreational","LINE",688,680,680,650
"667","Pink Snapper",2011,10,14,"Metro","Between Garden And Carnac Is.",NA,NA,NA,"Recreational","LINE",920,920,920,900
"668","Pink Snapper",2011,12,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",673,670,660,650
"669","Pink Snapper",2011,12,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",553,550,540,550
"670","Pink Snapper",2011,12,11,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",640,640,640,600
"671","Pink Snapper",2011,12,16,"South-West","Bunbury",NA,-32.95833397,115.375,"Recreational","LINE",900,900,900,900
"672","Pink Snapper",2011,12,16,"Metro","Dawesville",NA,-32.625,115.4583321,"Recreational","LINE",552,550,540,550
"673","Pink Snapper",2011,12,16,"South-West","Bunbury",NA,-32.95833397,115.375,"Recreational","LINE",559,550,540,550
"674","Pink Snapper",2011,12,16,"South-West","Bunbury",NA,-32.95833397,115.375,"Recreational","LINE",621,620,620,600
"675","Pink Snapper",2011,12,17,"South-West","Bunbury",NA,-33.29166603,115.375,"Recreational","LINE",631,630,620,600
"676","Pink Snapper",2011,12,17,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",591,590,580,550
"677","Pink Snapper",2011,12,17,"Metro","Mindarie",NA,-31.70833302,115.4583321,"Recreational","LINE",536,530,520,500
"678","Pink Snapper",2011,12,17,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",693,690,680,650
"679","Pink Snapper",2011,12,18,"South-West","South West Bank",NA,NA,NA,"Recreational","LINE",835,830,820,800
"680","Pink Snapper",2011,12,18,"Metro","Scarborough",NA,-31.875,115.7083321,"Recreational","LINE",630,630,620,600
"681","Pink Snapper",2011,12,26,"South-West","Busselton",NA,NA,NA,"Recreational","LINE",472,470,460,450
"682","Pink Snapper",2011,12,28,"South-West","Capes (Between The)",NA,-33.625,114.875,"Recreational","LINE",523,520,520,500
"683","Pink Snapper",2011,12,29,"South-West","Bunbury",NA,NA,NA,"Recreational","LINE",703,700,700,700
"684","Pink Snapper",2007,9,8,"Metro","Mindarie",NA,-31.70833302,115.4583321,"Recreational","LINE",427,420,420,400
"685","Pink Snapper",2007,9,8,"Metro","Mindarie",NA,-31.70833302,115.4583321,"Recreational","LINE",750,750,740,750
"686","Pink Snapper",2007,9,29,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",825,820,820,800
"687","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",465,460,460,450
"688","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",433,430,420,400
"689","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",455,450,440,450
"690","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",460,460,460,450
"691","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",415,410,400,400
"692","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",452,450,440,450
"693","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",443,440,440,400
"694","Pink Snapper",2007,9,29,"Metro","Rottnest",NA,NA,NA,"Recreational","LINE",743,740,740,700
"695","Pink Snapper",2007,10,2,"Metro","Garden Island",NA,-32.29166603,115.375,"Recreational","LINE",485,480,480,450
"696","Pink Snapper",2007,10,2,"Metro","Garden Island",NA,-32.29166603,115.375,"Recreational","LINE",475,470,460,450
"697","Pink Snapper",2007,10,2,"Metro","Garden Island",NA,-32.29166603,115.375,"Recreational","LINE",562,560,560,550
"698","Pink Snapper",2007,10,2,"Metro","Garden Island",NA,-32.29166603,115.375,"Recreational","LINE",414,410,400,400
"699","Pink Snapper",2007,10,5,"Metro","Garden Island",NA,-32.20833397,115.5416679,"Recreational","LINE",544,540,540,500
"700","Pink Snapper",2007,10,5,"Metro","Garden Island",NA,-32.20833397,115.5416679,"Recreational","LINE",462,460,460,450
"701","Pink Snapper",2007,10,15,"Metro","Hillarys",NA,-31.79166698,115.375,"Recreational","LINE",551,550,540,550
"702","Pink Snapper",2007,10,15,"Metro","Hillarys",NA,-31.79166698,115.375,"Recreational","LINE",557,550,540,550
"703","Pink Snapper",2007,10,24,"Metro","Warnbro",NA,NA,NA,"Recreational","LINE",805,800,800,800
"704","Pink Snapper",2007,10,24,"Metro","Hale Rd. Reef",NA,-31.875,115.625,"Recreational","LINE",650,650,640,650
"705","Pink Snapper",2007,10,24,"Metro","Hale Rd. Reef",NA,-31.875,115.625,"Recreational","LINE",630,630,620,600
"706","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",750,750,740,750
"707","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",696,690,680,650
"708","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",624,620,620,600
"709","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",650,650,640,650
"710","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",612,610,600,600
"711","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",719,710,700,700
"712","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",649,640,640,600
"713","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",745,740,740,700
"714","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",692,690,680,650
"715","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",607,600,600,600
"716","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",641,640,640,600
"717","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",653,650,640,650
"718","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",635,630,620,600
"719","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",725,720,720,700
"720","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",643,640,640,600
"721","Pink Snapper",2007,10,29,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",771,770,760,750
"722","Pink Snapper",2007,10,30,"Metro","Garden Island",NA,-32.20833397,115.4583321,"Recreational","LINE",461,460,460,450
"723","Pink Snapper",2007,11,4,"Metro","Ledge Point",NA,-31.125,115.0416679,"Recreational","LINE",506,500,500,500
"724","Pink Snapper",2007,11,4,"Metro","Ledge Point",NA,-31.125,115.0416679,"Recreational","LINE",482,480,480,450
"725","Pink Snapper",2007,11,4,"Metro","Ledge Point",NA,-31.125,115.2083321,"Recreational","LINE",425,420,420,400
"726","Pink Snapper",2007,11,5,"Metro","South West Bank",NA,-32.375,115.375,"Recreational","LINE",477,470,460,450
"727","Pink Snapper",2007,11,5,"Metro","South West Bank",NA,-32.375,115.375,"Recreational","LINE",716,710,700,700
"728","Pink Snapper",2007,11,5,"Metro","South West Bank",NA,-32.375,115.375,"Recreational","LINE",467,460,460,450
"729","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",516,510,500,500
"730","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",520,520,520,500
"731","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",485,480,480,450
"732","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",545,540,540,500
"733","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",513,510,500,500
"734","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",579,570,560,550
"735","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",533,530,520,500
"736","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",524,520,520,500
"737","Pink Snapper",2007,11,9,"South-West","Busselton",NA,NA,NA,"Commercial","LINE",635,630,620,600
"738","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",977,970,960,950
"739","Pink Snapper",2007,11,15,"Metro","Mandurah",NA,NA,NA,"Commercial","LINE",1055,1050,1040,1050
"740","Pink Snapper",2007,11,25,"South-West","Geographe Bay",NA,-33.29166603,115.4583321,"Recreational","LINE",588,580,580,550
"741","Pink Snapper",2007,11,25,"South-West","Geographe Bay",NA,-33.29166603,115.4583321,"Recreational","LINE",538,530,520,500
"742","Pink Snapper",2007,11,25,"South-West","Geographe Bay",NA,-33.29166603,115.4583321,"Recreational","LINE",595,590,580,550
"743","Pink Snapper",2007,11,25,"South-West","Geographe Bay",NA,-33.29166603,115.4583321,"Recreational","LINE",608,600,600,600
"744","Pink Snapper",2007,11,25,"South-West","Geographe Bay",NA,-33.29166603,115.4583321,"Recreational","LINE",708,700,700,700
"745","Pink Snapper",2007,11,28,"South-West","Canal Rocks",NA,-33.70833397,114.875,"Recreational","LINE",460,460,460,450
"746","Pink Snapper",2007,12,26,"South-West","Canal Rocks",NA,-33.70833397,114.875,"Recreational","LINE",637,630,620,600
"747","Pink Snapper",2008,1,11,"Metro","Yanchep",NA,NA,NA,"Recreational","LINE",432,430,420,400
"748","Pink Snapper",2008,1,11,"Metro","Yanchep",NA,NA,NA,"Recreational","LINE",465,460,460,450
"749","Pink Snapper",2010,5,1,"Metro","Two Rocks",NA,-31.54166698,115.2916679,"Recreational","LINE",804,800,800,800
"750","Pink Snapper",2010,6,19,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",803,800,800,800
"751","Pink Snapper",2010,6,19,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",620,620,620,600
"752","Pink Snapper",2010,6,19,"South-West","Naturaliste Reef",NA,NA,NA,"Recreational","LINE",612,610,600,600
"753","Pink Snapper",2010,7,4,"South-West","Augusta",NA,NA,NA,"Recreational","LINE",620,620,620,600
"754","Pink Snapper",2010,7,14,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",1018,1010,1000,1000
"755","Pink Snapper",2010,7,14,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",834,830,820,800
"756","Pink Snapper",2010,7,18,"Metro","Two Rocks",NA,-31.54166698,115.2916679,"Recreational","LINE",764,760,760,750
"757","Pink Snapper",2010,7,19,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",995,990,980,950
"758","Pink Snapper",2010,7,19,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",785,780,780,750
"759","Pink Snapper",2010,7,19,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",794,790,780,750
"760","Pink Snapper",2010,7,31,"Metro","Scarborough",NA,-31.875,115.7083321,"Recreational","LINE",824,820,820,800
"761","Pink Snapper",2010,7,31,"Metro","Scarborough",NA,-31.875,115.7083321,"Recreational","LINE",924,920,920,900
"762","Pink Snapper",2010,8,2,"Metro","Mindarie",NA,-31.70833302,115.125,"Recreational","LINE",576,570,560,550
"763","Pink Snapper",2010,8,2,"Metro","Mindarie",NA,-31.70833302,115.125,"Recreational","LINE",502,500,500,500
"764","Pink Snapper",2010,8,2,"Metro","Mindarie",NA,-31.70833302,115.125,"Recreational","LINE",500,500,500,500
"765","Pink Snapper",2010,8,2,"Metro","Mindarie",NA,-31.70833302,115.125,"Recreational","LINE",516,510,500,500
"766","Pink Snapper",2010,8,7,"Metro","Two Rocks",NA,-31.45833302,115.5416679,"Recreational","LINE",686,680,680,650
"767","Pink Snapper",2010,8,26,"Metro","Two Rocks",NA,-31.375,115.2916679,"Recreational","LINE",494,490,480,450
"768","Pink Snapper",2010,8,28,"Metro","Two Rocks",NA,-31.45833302,115.4583321,"Recreational","LINE",711,710,700,700
"769","Pink Snapper",2010,8,28,"Metro","Two Rocks",NA,-31.29166698,115.375,"Recreational","LINE",452,450,440,450
"770","Pink Snapper",2010,9,10,"Metro","Two Rocks",NA,-31.45833302,115.375,"Recreational","LINE",834,830,820,800
"771","Pink Snapper",2010,9,11,"Metro","Two Rocks",NA,-31.375,115.4583321,"Recreational","LINE",754,750,740,750
"772","Pink Snapper",2010,9,11,"Metro","Two Rocks",NA,-31.29166698,115.2083321,"Recreational","LINE",524,520,520,500
"773","Pink Snapper",2010,9,11,"Metro","Two Rocks",NA,-31.625,115.2916679,"Recreational","LINE",515,510,500,500
"774","Pink Snapper",2010,9,11,"Metro","Two Rocks",NA,-31.54166698,115.2916679,"Recreational","LINE",443,440,440,400
"775","Pink Snapper",2010,9,27,"Metro","Mindarie",NA,-30.95833302,115.375,"Recreational","LINE",473,470,460,450
"776","Pink Snapper",2010,9,29,"Metro","Two Rocks",NA,-31.45833302,115.4583321,"Recreational","LINE",825,820,820,800
"777","Pink Snapper",2010,12,18,"Metro","Two Rocks",NA,-31.54166698,115.2916679,"Recreational","LINE",632,630,620,600
"778","Pink Snapper",2010,12,29,"Metro","Two Rocks",NA,-31.625,115.375,"Recreational","LINE",455,450,440,450
"779","Pink Snapper",2010,2,13,"Metro","Ocean Reef",NA,NA,NA,"Recreational","LINE",750,750,740,750
"780","Pink Snapper",2010,2,13,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",603,600,600,600
"781","Pink Snapper",2010,3,13,"Metro","Mindarie",NA,NA,NA,"Recreational","LINE",651,650,640,650
"782","Pink Snapper",2010,3,13,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",707,700,700,700
"783","Pink Snapper",2010,3,13,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",645,640,640,600
"784","Pink Snapper",2010,3,13,"Metro","Hillarys",NA,NA,NA,"Recreational","LINE",476,470,460,450
"785","Pink Snapper",2011,1,8,"Metro","Hillarys",NA,-31.79166698,115.625,"Recreational","LINE",610,610,600,600
"786","Pink Snapper",2011,1,8,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",747,740,740,700
"787","Pink Snapper",2011,1,8,"Metro","Two Rocks",NA,NA,NA,"Recreational","LINE",652,650,640,650
"788","Pink Snapper",2007,11,1,"South-West","West Of Cape Naturaliste",NA,NA,NA,"Recreational","LINE",635,630,620,600
"789","Pink Snapper",2007,11,1,"South-West","West Of Cape Naturaliste",NA,NA,NA,"Recreational","LINE",476,470,460,450
"790","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",697,690,680,650
"791","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",596,590,580,550
"792","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",497,490,480,450
"793","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",451,450,440,450
"794","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",500,500,500,500
"795","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",498,490,480,450
"796","Pink Snapper",2007,11,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",440,440,440,400
"797","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",441,440,440,400
"798","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",469,460,460,450
"799","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",461,460,460,450
"800","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",465,460,460,450
"801","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",489,480,480,450
"802","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",437,430,420,400
"803","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",498,490,480,450
"804","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",519,510,500,500
"805","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",487,480,480,450
"806","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",485,480,480,450
"807","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",467,460,460,450
"808","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",519,510,500,500
"809","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",461,460,460,450
"810","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",464,460,460,450
"811","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",430,430,420,400
"812","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",455,450,440,450
"813","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",470,470,460,450
"814","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",455,450,440,450
"815","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",482,480,480,450
"816","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",489,480,480,450
"817","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",431,430,420,400
"818","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",480,480,480,450
"819","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",484,480,480,450
"820","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",429,420,420,400
"821","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",475,470,460,450
"822","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",449,440,440,400
"823","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",466,460,460,450
"824","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",464,460,460,450
"825","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",451,450,440,450
"826","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",485,480,480,450
"827","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",443,440,440,400
"828","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",429,420,420,400
"829","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",497,490,480,450
"830","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",450,450,440,450
"831","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",438,430,420,400
"832","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",435,430,420,400
"833","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",446,440,440,400
"834","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",472,470,460,450
"835","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",471,470,460,450
"836","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",468,460,460,450
"837","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",501,500,500,500
"838","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",526,520,520,500
"839","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",477,470,460,450
"840","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",421,420,420,400
"841","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",445,440,440,400
"842","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",475,470,460,450
"843","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",503,500,500,500
"844","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",479,470,460,450
"845","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",480,480,480,450
"846","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",468,460,460,450
"847","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",449,440,440,400
"848","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",440,440,440,400
"849","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",481,480,480,450
"850","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",424,420,420,400
"851","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",433,430,420,400
"852","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",441,440,440,400
"853","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",440,440,440,400
"854","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",444,440,440,400
"855","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",440,440,440,400
"856","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",444,440,440,400
"857","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",444,440,440,400
"858","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",504,500,500,500
"859","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",444,440,440,400
"860","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",456,450,440,450
"861","Pink Snapper",2007,11,6,"Metro","Ledge Point",NA,NA,NA,"Commercial","DROP",460,460,460,450
"862","Pink Snapper",2007,11,11,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",493,490,480,450
"863","Pink Snapper",2007,11,11,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",439,430,420,400
"864","Pink Snapper",2007,11,17,"South-West","Cape Naturaliste",NA,-33.625,114.875,"Recreational","LINE",514,510,500,500
"865","Pink Snapper",2007,11,17,"South-West","Cape Naturaliste",NA,-33.625,114.875,"Recreational","LINE",674,670,660,650
"866","Pink Snapper",2007,11,17,"South-West","Cape Naturaliste",NA,-33.625,114.875,"Recreational","LINE",502,500,500,500
"867","Pink Snapper",2007,11,17,"South-West","Cape Naturaliste",NA,-33.625,114.875,"Recreational","LINE",478,470,460,450
"868","Pink Snapper",2007,11,17,"South-West","Cape Naturaliste",NA,-33.625,114.875,"Recreational","LINE",524,520,520,500
"869","Pink Snapper",2007,12,19,"Metro","Scarborough",NA,NA,NA,"Recreational","LINE",410,410,400,400
"870","Pink Snapper",2008,1,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",740,740,740,700
"871","Pink Snapper",2008,1,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",461,460,460,450
"872","Pink Snapper",2008,1,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",478,470,460,450
"873","Pink Snapper",2008,1,3,"South-West","Canal Rocks",NA,NA,NA,"Recreational","LINE",656,650,640,650
"874","Pink Snapper",2008,1,11,"South-West","Cape Naturaliste",NA,NA,NA,"Recreational","LINE",422,420,420,400
"875","Pink Snapper",2007,5,22,"Metro","Mindarie",NA,-31.70833302,115.5416679,"Recreational","LINE",539,530,520,500
"876","Pink Snapper",2007,5,22,"Metro","Mindarie",NA,-31.70833302,115.5416679,"Recreational","LINE",497,490,480,450
"877","Pink Snapper",2007,5,22,"Metro","Mindarie",NA,-31.70833302,115.5416679,"Recreational","LINE",423,420,420,400
