"","Species","Year","Month","Day","Region","Location","Block","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50"
"591","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",378,370,360,350
"592","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",324,320,320,300
"593","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",350,350,340,350
"594","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",347,340,340,300
"595","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",320,320,320,300
"596","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",327,320,320,300
"597","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",354,350,340,350
"598","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",377,370,360,350
"599","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",573,570,560,550
"600","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",488,480,480,450
"601","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",408,400,400,400
"602","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",540,540,540,500
"603","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",360,360,360,350
"604","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",310,310,300,300
"605","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",355,350,340,350
"606","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",355,350,340,350
"607","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",590,590,580,550
"608","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",328,320,320,300
"609","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",341,340,340,300
"610","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",318,310,300,300
"611","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",418,410,400,400
"612","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",336,330,320,300
"613","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",366,360,360,350
"614","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",360,360,360,350
"615","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",355,350,340,350
"616","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",305,300,300,300
"617","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",380,380,380,350
"618","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",347,340,340,300
"619","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",290,290,280,250
"620","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",365,360,360,350
"621","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",353,350,340,350
"622","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",298,290,280,250
"623","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",343,340,340,300
"624","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",332,330,320,300
"625","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",339,330,320,300
"626","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",344,340,340,300
"627","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",421,420,420,400
"628","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",340,340,340,300
"629","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",348,340,340,300
"630","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",340,340,340,300
"631","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",312,310,300,300
"632","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",330,330,320,300
"633","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",360,360,360,350
"634","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",368,360,360,350
"635","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",320,320,320,300
"636","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",302,300,300,300
"637","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",327,320,320,300
"638","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",322,320,320,300
"639","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",328,320,320,300
"640","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",361,360,360,350
"641","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",334,330,320,300
"642","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",310,310,300,300
"643","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",313,310,300,300
"644","Redthroat Emperor",2014,3,1,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",373,370,360,350
"645","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",415,410,400,400
"646","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",357,350,340,350
"647","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",393,390,380,350
"648","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",383,380,380,350
"649","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",335,330,320,300
"650","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",348,340,340,300
"651","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",353,350,340,350
"652","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",378,370,360,350
"653","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",316,310,300,300
"654","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",381,380,380,350
"655","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",370,370,360,350
"656","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",352,350,340,350
"657","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",335,330,320,300
"658","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",325,320,320,300
"659","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",350,350,340,350
"660","Redthroat Emperor",2014,3,15,"Mid","Port Gregory",NA,NA,NA,"Commercial","LINE",355,350,340,350
"661","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",545,540,540,500
"662","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",425,420,420,400
"663","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",409,400,400,400
"664","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",490,490,480,450
"665","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",456,450,440,450
"666","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",415,410,400,400
"667","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",515,510,500,500
"668","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",452,450,440,450
"669","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",348,340,340,300
"670","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",441,440,440,400
"671","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",432,430,420,400
"672","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",553,550,540,550
"673","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",410,410,400,400
"674","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",534,530,520,500
"675","Redthroat Emperor",2014,3,24,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",436,430,420,400
"676","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",368,360,360,350
"677","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",390,390,380,350
"678","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",295,290,280,250
"679","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",340,340,340,300
"680","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",370,370,360,350
"681","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",383,380,380,350
"682","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",301,300,300,300
"683","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",385,380,380,350
"684","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",336,330,320,300
"685","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",314,310,300,300
"686","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",322,320,320,300
"687","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",338,330,320,300
"688","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",298,290,280,250
"689","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",323,320,320,300
"690","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",292,290,280,250
"691","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",412,410,400,400
"692","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",441,440,440,400
"693","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",405,400,400,400
"694","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",545,540,540,500
"695","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",350,350,340,350
"696","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",352,350,340,350
"697","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",354,350,340,350
"698","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",321,320,320,300
"699","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",343,340,340,300
"700","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",464,460,460,450
"701","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",357,350,340,350
"702","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",351,350,340,350
"703","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",357,350,340,350
"704","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",350,350,340,350
"705","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",372,370,360,350
"706","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",343,340,340,300
"707","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",387,380,380,350
"708","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",360,360,360,350
"709","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",376,370,360,350
"710","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",323,320,320,300
"711","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",349,340,340,300
"712","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",366,360,360,350
"713","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",362,360,360,350
"714","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",383,380,380,350
"715","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",365,360,360,350
"716","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",360,360,360,350
"717","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",368,360,360,350
"718","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",372,370,360,350
"719","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",353,350,340,350
"720","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",366,360,360,350
"721","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",356,350,340,350
"722","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",398,390,380,350
"723","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",382,380,380,350
"724","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",338,330,320,300
"725","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",322,320,320,300
"726","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",340,340,340,300
"727","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",380,380,380,350
"728","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",327,320,320,300
"729","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",375,370,360,350
"730","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",350,350,340,350
"731","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",352,350,340,350
"732","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",371,370,360,350
"733","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",370,370,360,350
"734","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",344,340,340,300
"735","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",300,300,300,300
"736","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",355,350,340,350
"737","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",340,340,340,300
"738","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",380,380,380,350
"739","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",302,300,300,300
"740","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",319,310,300,300
"741","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",298,290,280,250
"742","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",340,340,340,300
"743","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",299,290,280,250
"744","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",325,320,320,300
"745","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",329,320,320,300
"746","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",345,340,340,300
"747","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",330,330,320,300
"748","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",298,290,280,250
"749","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",332,330,320,300
"750","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",347,340,340,300
"751","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",300,300,300,300
"752","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",326,320,320,300
"753","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",340,340,340,300
"754","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",331,330,320,300
"755","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",348,340,340,300
"756","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",350,350,340,350
"757","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",349,340,340,300
"758","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",386,380,380,350
"759","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",319,310,300,300
"760","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",281,280,280,250
"761","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",466,460,460,450
"762","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",286,280,280,250
"763","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",306,300,300,300
"764","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",343,340,340,300
"765","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",315,310,300,300
"766","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",292,290,280,250
"767","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",366,360,360,350
"768","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",330,330,320,300
"769","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",343,340,340,300
"770","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",344,340,340,300
"771","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",326,320,320,300
"772","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",326,320,320,300
"773","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",330,330,320,300
"774","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",340,340,340,300
"775","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",347,340,340,300
"776","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",350,350,340,350
"777","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",374,370,360,350
"778","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",384,380,380,350
"779","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",367,360,360,350
"780","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",358,350,340,350
"781","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",429,420,420,400
"782","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",312,310,300,300
"783","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",384,380,380,350
"784","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",354,350,340,350
"785","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",399,390,380,350
"786","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",303,300,300,300
"787","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",330,330,320,300
"788","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",333,330,320,300
"789","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",320,320,320,300
"790","Redthroat Emperor",2014,4,10,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",328,320,320,300
"791","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",553,550,540,550
"792","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",448,440,440,400
"793","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",483,480,480,450
"794","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",364,360,360,350
"795","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",350,350,340,350
"796","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",354,350,340,350
"797","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",344,340,340,300
"798","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",466,460,460,450
"799","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",337,330,320,300
"800","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",344,340,340,300
"801","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",415,410,400,400
"802","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",496,490,480,450
"803","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",410,410,400,400
"804","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",505,500,500,500
"805","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",322,320,320,300
"806","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",465,460,460,450
"807","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",541,540,540,500
"808","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",386,380,380,350
"809","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",386,380,380,350
"810","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",458,450,440,450
"811","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",490,490,480,450
"812","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",488,480,480,450
"813","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",418,410,400,400
"814","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",340,340,340,300
"815","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",434,430,420,400
"816","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",387,380,380,350
"817","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",376,370,360,350
"818","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",446,440,440,400
"819","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",425,420,420,400
"820","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",475,470,460,450
"821","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",343,340,340,300
"822","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",464,460,460,450
"823","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",332,330,320,300
"824","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",298,290,280,250
"825","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",320,320,320,300
"826","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",318,310,300,300
"827","Redthroat Emperor",2014,8,20,"Mid","Jurien Bay",NA,NA,NA,"Commercial","LINE",480,480,480,450
